,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Brand,Casing,Category,Graphics Card,Index,Motherboard,Name,Price,Processor,RAM,Storage,Subcategory,Warranty,Power Supply,CPU Cooler,Keyboard,Monitor,Audio,External I/O Ports,Operating System,Optical Drive,Network & Wireless Connectivity,Dimension,Mouse,Weight,Hard Disk,Main Board,Operating system,Processor Speed,Processor Type,Lan,Interface,Camera,Color,Screen Size,Accessories,Networking,Base Frequency,Cache,Capacity,Connectivity,Cores,Dimensions,Frequency,Key Board,Max Turbo Frequency,Model,Nature ,Solid State Drive (SSD),Type,Hard Disk Drive (HDD),Threads
97,97.0,97.0,97.0,,,i-Life,,Desktop,Intel® HD Graphics 500,98.0,,i-Life Zed PC all in one PC,"32,000",,4GB RAM,,All in One PC,01 Year Warranty,,,,,Built-in stereo speakers 8R/2 W*2 | 3.5mm standard headphone jack |,,,,,,,,500GB HDD | 32GB EMMC Storage |,,,"2M Cache, 1.1 GHz up to 2.4 GHz)","Intel® Celeron® Processor N3350 (2M Cache, 1.1 GHz up to 2.4 GHz)",WIFI	WIFI 802.11b/g/n+BT | Bluetooth	Bluetooth4.0 | Ethernet Network	RJ45 – 100M |,"External Memory	1x miniSD scard up to 64GB（Optional） | Support Data Transfer	USB 2.0*2，USB3.0*1 |
",,,"17.3"" Multi Touch Screen (1600x900)",Wireless keyboard & mouse,,,,,,,,,,,,,,,,
98,98.0,98.0,98.0,,,i-Life,,Desktop,Intel HD Graphics,99.0,,i-Life All in one Zed PC,"32,000",,4GB RAM,,All in One PC,01 Year Warranty,,,,,"Built-in stereo speakers 8R/2 W x 2 
3.5mm standard headphone jack",,,,,,,,500GB HDD,,,"2M Cache, 1.1 GHz up to 2.4 GHz)","Intel Celeron Processor N3350 (2M Cache, 1.1 GHz up to 2.4 GHz)","WIFI: WIFI 802.11b/g/n+BT
Bluetooth: Bluetooth4.0
Ethernet Network: RJ45 – 100M","External Memory	1x miniSD scard up to 64GB（Optional)
Support Data Transfer: USB 2.0 x 2，USB3.0 x 1 |
",,,"17.3"" Multi Touch Screen (1600x900) Display",Wireless keyboard & mouse,,,,,,,,,,,,,,,,
99,99.0,99.0,99.0,,,i-Life,,Desktop,Intel Integrated HD 5500,100.0,,i-Life ZED PC CX3 21.5″ HD Core i3 All in One PC with Genuine Windows 10,"40,000","Intel Core i3-5005U Processor (3M Cache, 2.00 GHz)",4 GB,1 TB HDD,All in One PC,1 Year,,,Wireless Keyboard,21.5 inch,3.5 mm standard headphone jack,,Windows 10,,"Wifi 802.11 ac
Bluetooth 4.2",,Wireless  Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100.0,100.0,100.0,,,Lenovo,,Desktop,Intel HD HD 530 Graphics,101.0,,Lenovo Think Centre M700z All-In-One PC,"42,000",,"4GB DDR4 2133 MHz RAM, expandable up to 32GB, 2 DIMM sockets, dual-channel capable",,All in One PC,3 Years with spare-parts and service free,"120 watts adapter, autosensing, 89% PSU",,Wireless ultra slim Keyboard,,"High Definition (HD) Audio, Realtek ALC233 / two internal stereo speakers (2W x 2), Dolby Audio certified",,,Slim DVDRW Drive,,,Wireless ultra slim Mouse,,500GB SATA 7200 RPM,Intel H110,,"3M Cache, 3.20 GHz",Intel® Core™ i3-6100T 6th Gen,,"4 USB 2.0, 1 Ethernet (RJ-45), 1 Display Port, 2 USB 3.0 (one is always on and fast charge), 1 Multi Card reader, 1 headphone / microphone combo jack (3.5mm)",,,"20"" (508mm) HD+ (1600x900) TFT color, wide viewing angle 178° (Horizontal), LED backlight, 250 nits, 16:9 aspect ratio, 1000:1 contrast ratio, anti-glare",,,,,,,,,,,,,,,,,
101,101.0,101.0,101.0,,,Lenovo,,Desktop,Intel HD Graphics 4400,102.0,,Lenovo C360 Core i3 All In One PC,"42,500",,2GB DDR3 RAM,,All in One PC,1 Year,,,Lenovo Wireless Keyboard,,On Board,,, DVD Reader/Writer Drive,,,Lenovo Wireless Mouse,,500GB SATA HDD,Intel Chipset,," (3M Cache, 3.0 GHz)",Intel® Core™ i3-4150T Processor,," 6 USB ports (2 USB 3.0, 4 USB 2.0), 
6-in-1 card reader (SD/SDHC/SDXC/MMC/MS/MS-Pro), 
Combo jack , 
10/100/1000 LAN ,
OneKey TV Tuner,
HDMI",,,19.5 LCD with LED backlight panel (1600x900) (250 NIT),," 10/100/1,000M ethernet, Broadcom 802.11 b/g/n Wi-Fi",,,,,,,,,,,,,,,
102,102.0,102.0,102.0,,,HP,,Desktop,Intel UHD Graphics,103.0,,HP AIO 200 G4 Core i3 10th Gen All in One PC,"49,000","Intel Core i3-10110U Processor (4M Cache, 2.10 GHz up to 4.10 GHz)","4GB DDR4 2666 MHz RAM

Note : Extra RAM Slot availble (Up grade RAM up to 32GB)

","1TB HDD
1 x M.2 Blank SATA SSD Slot
",All in One PC,3 years limited warranty, 65W,,USB Keyboard,,Audio Port Combo,"Multimedia Card Slot x 1, 
3-in-1 SD card reader, 
2 x USB 2.0, 
2 x USB 3.2 Gen 1, 
HDMI x 1, 
Audio Port Combo x 1, 
Security Lock Slot x 1",Free DOS,DVD RW,"Integrated Realtek RTL8111HSH-CG GbE
Wi-Fi 5 (802.11ac)
Bluetooth",490.3 x 380.7 x 204.5mm,USB Mouse,5.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103.0,103.0,103.0,,,Dell,,Desktop,Intel UHD Graphics 620 Graphics Card,104.0,,"Dell Inspiron 22 3280 Core i3 21.5"" Full HD All In One PC (Black)","50,000","Intel Core i3-8145U Processor (4M Cache, 2.10 GHz up to 3.90 GHz)",4GB DDR4,1TB,All in One PC,2 years Warranty,,,Wired Keyboard,"21.5"" Full HD (1920 x 1080) wide-angle Anti-glare LED Backlight Non-touch Narrow Border IPS Display
",Universal Audio Jack,,Windows 10,No,,,Wired Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104.0,104.0,104.0,,,Dell,,Desktop,Intel HD 620 Graphics,105.0,,Dell Inspiron 3264 Core i3 All In One PC,"51,000",,4GB DDR4 ,,All in One PC,02-years limited warranty,,,,21.5-inch FHD (1920 x 1080) Anti-glare LED-Backlit Display with IPS,,,,,,,,,1 TB HDD,,,"(3M Cache, 2.40 GHz)",Intel® Core™ i3-7100U ,,,,,,,,,,,,,,,,,,,,,,
105,105.0,105.0,105.0,,,HP,,Desktop,,106.0,,HP 200 G4 22 Core i5 10th Gen All-in-One PC,"65,000",,,,All in One PC,3 years Warranty,,,,,,,,HP 9.5 mm Slim DVD-Writer,Integrated Realtek RTL8111HSH-CG GbE,,USB Mouse,12.57 lb; 5.7 kg,,,,,,,,,,,,,1.6GHz,6MB,8GB,"Rear: 1 HDMI-out 1.4; 1 headphone/microphone combo; 1 power connector; 1 RJ-45; 2 USB 2.0; 2 USB 3.2 Gen 1
Bottom: 1 3-in-1 SD card reader",4 cores,19.3 x 14.99 x 8.05 in; 49.03 x 38.07 x 20.45 cm,2666MHz,USB Keyboard, 4.2GHz,Intel 630 Graphics,Free DoS,1TB HDD,DDR4 ,,
106,106.0,106.0,106.0,,,Dell,,Desktop,NVIDIA GeForce MX110  2GB GDDR5 GR Graphics Card,107.0,,"Dell Inspiron 22 3280 Core i5 21.5"" Full HD All In One PC with NVIDIA GeForce MX110 Graphics (Black & White)","66,000","Intel Core i5-8265U Processor (6M Cache, 1.60 GHz up to 3.90 GHz)",4GB DDR4,1TB,All in One PC,2 years Warranty,,,Wired Keyboard,"21.5"" Full HD (1920 x 1080) wide-angle Anti-glare LED Backlight Non-touch Narrow Border IPS Display
",Universal Audio Jack,,Windows 10,No,,,Wired Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107.0,107.0,107.0,,,Lenovo,,Desktop,Integrated Intel UHD Graphics,108.0,Intel SoC Platform,"Lenovo IdeaCentre A340-24IWL Core i5 10th Gen 23.8"" FHD All-in-One Desktop PC","67,000","Intel Core i5-10210U Processor (6M Cache, 1.60 GHz up to 4.20 GHz)","4GB DDR4 2666 MHz RAM
1x DDR4 SO-DIMM slot (Up to 16GB DDR4-2400)","1TB 5400rpm 2.5 HDD
Expansion Slots: Two M.2 slots (one for WLAN, one for SSD)",All in One PC,3 Years,65W Adapter Black,,"Calliope Wireless Keyboard, Black, English","23.8"" FHD (1920x1080) IPS 250nits Display","High Definition (HD) Audio
3Wx2 Speakers","Rear Ports:
1x USB 3.2 Gen 2
1x power connector
1x Ethernet (RJ-45)
1x HDMI-out 1.4
2x USB 2.0

Left Ports:
1x USB 3.2 Gen 2
1x headphone/microphone combo jack (3.5mm)
1x card reader",Free DOS,1x 9.0mm DVD±RW,"Integrated 100/1000M
11ac, 1x1 + BT4.0",541.04 x 185 x 447.36 mm (21.3 x 7.28 x 17.61 inches),"Calliope Wireless Mouse, Black",5.87 kg (12.94 lbs),,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108.0,108.0,108.0,,,ASUS,,Desktop,AMD Radeon Graphics,109.0,,"ASUS Zen AiO 24 M5401WUAK Ryzen 5 5500U 23.8"" FHD All-in-One PC","68,000","AMD Ryzen 5 5500U Processor (8M Cache, 2.1GHz up to 4.0GHz, 6 cores)",8GB DDR4 SO-DIMM RAM,512GB M.2 NVMe PCIe 3.0 SSD,All in One PC,"3 Years
","ø4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal",,Wireless Keyboard,"23.8-inch, FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, sRGB: 100%, Screen-to-body ratio: 93%","Built-in speaker
Built-in array microphone
with Cortana voice-recognition support
with Alexa voice-recognition support
harman/kardon (Premium)","Side I/O Ports:
1x 3.5mm combo audio jack
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C

Rear I/O Ports:
1x Kensington lock
1x DC-in
1x RJ45 Gigabit Ethernet
1x HDMI out 1.4
1x HDMI in 1.4
1x USB 3.2 Gen 1 Type-A
2x USB 2.0 Type-A",Free DOS,External DVD writer 8X,Wi-Fi 5 (802.11ac)+Bluetooth 5.0 (Dual band) 2x2,"54.1 x 45.3 x 1.4 ~ 20.2 cm (21.30"" x 17.83"" x 0.55"" ~ 7.95"")",Wireless Mouse,07.00 kg (15.43 lbs),,,,,,,,"720p HD camera
With privacy shutter",White,,,,,,,,,,,,,,,,,,
109,109.0,109.0,109.0,,,HP,,Desktop,"Intel UHD Graphics 630
",110.0,,HP ProOne 400 G6 Core i5 10th Gen All in One PC,"69,500","Intel Core i5-10500 Processor (12M Cache, 3.10 GHz up to 4.50 GHz)
Intel Q470",8GB DDR4-2666 MHz RAM ,1 TB 7200 RPM SATA HDD (2.5 in),All in One PC,3 Years Warranty,,,Wireless,,"Realtek ALC3252 codec, internal speaker, combo microphone/headphone jack
","Side 1 headphone/microphone combo; 
1 SuperSpeed USB Type-C 10Gbps signaling rate; 
1 SuperSpeed USB Type-A 10Gbps signaling rate (charging) Rear 
1 RJ-45; 
1 DisplayPort 1.4; 
4 SuperSpeed USB Type-A 5Gbps signaling rate; 
1 HDMI-in Additional 1 HDMI",FreeDOS,"HP 9.5 mm Slim DVD-Writer
",Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5 combo,47.2 x 20.15 x 47.43 cm With adjustable height stand.,Wireless,6.32 kg Lowest weight configuration with adjustable height stand. Weight will vary by configuration.,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110.0,110.0,110.0,,,HP,,Desktop,,111.0,,HP ProOne 400 G5 Core i5 9th Gen All-in-One PC,"70,000",,,,All in One PC,3 Years HP Standard Warranty,,,,,"Conexant CX3601 codec, 2 W internal stereo speaker, headset and headphone side port (3.5 mm), multi-streaming
capable",,,"HP 9.5 mm Slim DVD-Writer
","LAN: Intel I219LM GbE
WLAN: Intel Dual Band Wireless-AC 9560 802.11ac (2x2) and 
Bluetooth 5
",,"HP Wireless Mouse
","5.77 kg (Weight will vary by configuration.)
",,,,,,,,,,,,,2.20 GHz,9M Cache,"8GB SDRAM (1 x 8GB)
","Rear: 1 DisplayPort 1.2;
1 power connector; 
1 RJ-45; 2 USB 3.1 Gen 1
",6 Cores,"48.91 x 20.85 x 36.67 cm
",,"HP Wireless Keyboard
",up to 3.70 GHz,"90W external power adapter, up to 89% efficiency
",FreeDOS,,"DDR4-2666 SDRAM (2 SODIMM)
",1TB 7200 RPM HDD,"6 Threads
"
111,111.0,111.0,111.0,,,ASUS,,Desktop,Intel UHD Graphics,112.0,,ASUS Vivo AIO V222FAK 10th Gen Core i5 All In One Desktop PC,"70,000","Intel Core i5-10210U (6M Cache, 2.10 GHz up to 4.20 GHz)",8GB DDR4 SO-DIMM,512GB M.2 NVMe PCIe 3.0 SSD,All in One PC,"01 Year Warranty
",,,,"21.5-inch FHD (1920 x 1080) 16:9, 250nits, sRGB: 100%, Anti-glare wide view panel display","Built-in array microphone
Built-in speaker
SonicMaster","Side I/O Port	
1x Kensington lock
1x 3.5mm combo audio jack
1x USB 2.0 Type-A

Back I/O Port	
1x HDMI out 1.4 Port
4x USB 3.2 Gen 1 Type-A
1x RJ45 Gigabit Ethernet
1x DC-in",Free DOS,"Tray-in DVD RW 8X (Optional)
",Wi-Fi 5(802.11ac)+Bluetooth 5.0 (Dual band) 1 x 1,48.9 x 38.7 x 5.1 ~ 16.4 cm,,04.80 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112.0,112.0,112.0,,,Dell,,Desktop,Intel® HD Graphics 620,113.0,,"Dell Inspiron 3277 i5 21.5"" Touch Screen All In One PC","70,500","Intel® Core™ i5-7200U Processor (3M Cache, 2.50 GHz up to 3.10 GHz)",8GB DDR4 2400MHz,1TB 5400RPM SATA 6Gb/s,All in One PC,01 year,,,Wired Keyboard,21.5-inch FHD (1920 x 1080) IPS Anti-Glare LED-Backlit Narrow Border Touch Display,,,Free Dos,No,"Wi-fi 802.11ac + Bluetooth 4.1, Dual Band 2.4&5Ghz, 1x1
Ports 1 USB 2.0,3 USB 3.1, 1 Universal Audio Jack, 1 RJ-45 10/100/1000, 1 DC power, 1 HDMI-out",,Wired Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113.0,113.0,113.0,,,Dell,,Desktop,Intel Integrated Graphics,114.0,,"Dell Optiplex 24 5480 Core i5 10th Gen 23.8"" Full HD All In One PC","75,000","Intel Core i5-10500T Processor (12M Cache, 2.30 GHz up to 3.80 GHz)",8GB DDR4 RAM,1TB HDD,All in One PC,3 Years,,,Wireless Dell Keyboard,"23.8"" FHD 1920x1080 IPS Non-Touch Display",Yes,"1x RJ-45 port 10/100/1000 Mbps (rear)
1x USB 3.2 Gen 2 Type-C™ port (side)
1x USB 3.2 Gen 1 Type-A port with PowerShare (side)
1x Universal audio jack (side)
2x USB 2.0 ports with Smart Power On (rear)
2x USB 3.2 Gen 2 Type-A ports (rear)
1x Line-out audio port (rear)
1x DP++ 1.4/HDCP 2.3 port (rear)",Free DOS,,"Intel Wi-Fi 6 AX201, Dual-band 2x2 802.11ax with MU-MIMO + Bluetooth 5.0
Webcam",344.00 x 540.20 x 52.80 mm,Wireless Dell Mouse,6.59 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114.0,114.0,114.0,,,Dell,,Desktop,Intel UHD Graphics 620,115.0,,"Dell Inspiron 22 3280 Core i5 21.5"" Touch Full HD All In One PC (Black & White)","79,500","Intel Core i5-8265U Processor (6M Cache, 1.60 GHz up to 3.90 GHz)",8GB DDR4,1TB,All in One PC,2 years Warranty,,,Wired Keyboard,"21.5"" Full HD (1920 x 1080) wide-angle Anti-glare LED Backlight Touch Narrow Border IPS Display
",Universal Audio Jack,,Windows 10,No,,,Wired Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115.0,115.0,115.0,,,Dell,,Desktop,"Intel Integrated Graphics
",116.0,,"Dell Optiplex 7480 Core i5 10th Gen 256GB SSD 23.8"" FHD All In One PC","84,000","Intel Core i5-10500 Processor (12MB, 3.1GHz to 4.5GHz)
","16GB DDR4 RAM
","256GB SSD
",All in One PC,3 Years Warranty,,,"Wireless Keyboard
","23.8"" FHD 1920x1080 IPS Non-Touch Display",,"1x RJ-45 port 10/100/1000 Mbps (rear)
1x USB 3.2 Gen 2 Type-C port (side)
1x USB 3.2 Gen 1 Type-A port with PowerShare (side)
1x Universal audio jack (side)
2x USB 3.2 Gen 2 Type-A ports with Smart Power On (rear)
2x USB 3.2 Gen 2 Type-A ports (rear)
1x Line-out audio port (rear)
1x DP 1.4/HDCP 2.3 port (rear)
1x HDMI In port (rear)
1x HDMI Out port (rear)","Free DOS
",,"Intel Wi-Fi 6 AX201, Dual-band 2x2 802.11ax with MU-MIMO +
Bluetooth 5.0
Webcam","344.00 x 540.20 x 52.80 mm
","Wireless Mouse
","5.94 Kg
",,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116.0,116.0,116.0,,,HP,,Desktop,Integrated Intel UHD Graphics 630,117.0,Intel Q370 ,HP ProOne 400 G4 Core i7 8th Gen 23.8 Inch Full HD WLED-backlit Anti-glare All in One PC,"92,000","Intel Core i7-8700 Processor (12M Cache,3.20 GHz up to 4.60 GHz)",8 GB DDR4 2666MHz Ram,1TB HDD + 128GB SSD,All in One PC,3 Years Warranty,"Power :150 W external power adapter, up to 89% efficiency, active PFC
Energy Efficiency Compliance : ENERGY STAR certified
Environmental : Low halogen",,Wireless ,60.45 cm(23.8) diagonal FHD IPS widescreen WLED-backlit anti-glare (1920 x 1080),"Conexant CX3601 codec, 2 W internal stereo speaker, headset and headphone side port (3.5 mm), multi-streaming capable",,Free DOS,,"Network interface type  : LAN
Network interface : Intel 219LM GbE",,Wireless ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117.0,117.0,117.0,,,HP,,Desktop,Integrated Intel UHD Graphics 630,118.0,Intel Q370 ,HP ProOne 400 G5 Intel Core i7 9th Gen All in One PC,"95,000","Intel Core i7-9700 Processor (12M Cache,3.00 GHz up to 4.70 GHz)",8 GB DDR4 2666MHz Ram,1TB HDD,All in One PC,3 Years Warranty,"Power :150 W external power adapter, up to 89% efficiency, active PFC
Energy Efficiency Compliance : ENERGY STAR certified
Environmental : Low halogen",,Wireless ,23.8 Inch FHD (1920 x 1080) Antiglare IPS LED Display,"Combo, 2 W internal stereo speaker, headset and headphone side port (3.5 mm)",,Free DOS,,"LAN, WiFi, Bluetooth, Card Reader, WebCam",,Wireless ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118.0,118.0,118.0,,,Dell,,Desktop,Intel UHD Graphics,119.0,,"Dell Optiplex 5480 Core i7 10th Gen 23.8"" Full HD All In One PC","95,000","Intel Core i7-10700 Processor (16M Cache, 2.90 GHz up to 4.80 GHz)",8GB DDR4 RAM,256GB SSD,All in One PC,3 Years warranty,,,Wireless Dell Keyboard,"23.8"" FHD 1920x1080 IPS Non-Touch Display",Yes,"1x RJ-45 port 10/100/1000 Mbps (rear)
1x USB 3.2 Gen 2 Type-C port (side)
1x USB 3.2 Gen 1 Type-A port with PowerShare (side)
1x Universal audio jack (side)
2x USB 2.0 ports with Smart Power On (rear)
2x USB 3.2 Gen 2 Type-A ports (rear)
1x Line-out audio port (rear)
1x DP++ 1.4/HDCP 2.3 port (rear)",Free DOS,,"Intel Wi-Fi 6 AX201, Dual-band 2x2 802.11ax with MU-MIMO + Bluetooth 5.0
Webcam","344.00 x 540.20 x 52.80 mm
",Wireless Dell Mouse,6.59 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119.0,119.0,119.0,,,Dell,,Desktop,"Nvidia GTX 1650 4GB GDDR5 Graphics
",120.0,,"Dell Optiplex 7480 Core i7 10th Gen GTX1650 4GB Graphics 23.8"" FHD All In One PC","115,000","Intel Core i7-10700 Processor (16M Cache, 2.90 GHz up to 4.80 GHz)
","8GB DDR4 RAM
",1TB SATA HDD ,All in One PC,3 Years Warranty,160W,,Wireless Keyboard,,Speaker (Built-in),"1 x USB 3.2 Gen 1 Type-A (side), 
2 x USB 3.2 Gen 2 Type-A (rear)
1 x USB 3.2 Gen 2 Type-C port (side)
HDMI Port x 2
DisplayPort (DP) x 1
Audio Port Combo x 1


",Free-Dos,,"LAN: Ethernet RJ-45
WiFi: Intel Wi-Fi 6 802.11ax AX201 (2x2)
Bluetooth 5.0",344 x 540.20 x 52.80mm,Wireless Mouse,"5.94 kg
",,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120.0,120.0,120.0,,,Dell,,Desktop,NVIDIA GeForce GTX 1050-K1 3GB Graphics,121.0,,"Dell Optiplex 5480 Core i7 10th Gen GTX 1050-K1 3GB Graphics 23.8"" Full HD All In One PC","118,000","Intel Core i7-10700 Processor (16M Cache, 2.90 GHz up to 4.80 GHz)",8GB DDR4 RAM,256GB SSD,All in One PC,3 Years warranty,,,Wireless Dell Keyboard,"23.8"" FHD 1920x1080 IPS Non-Touch Display",Yes,"1x RJ-45 port 10/100/1000 Mbps (rear)
1x USB 3.2 Gen 2 Type-C port (side)
1x USB 3.2 Gen 1 Type-A port with PowerShare (side)
1x Universal audio jack (side)
2x USB 2.0 ports with Smart Power On (rear)
2x USB 3.2 Gen 2 Type-A ports (rear)
1x Line-out audio port (rear)
1x DP++ 1.4/HDCP 2.3 port (rear)",Free DOS,,"Intel Wi-Fi 6 AX201, Dual-band 2x2 802.11ax with MU-MIMO + Bluetooth 5.0
Webcam","344.00 x 540.20 x 52.80 mm
",Wireless Dell Mouse,6.59 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121.0,121.0,121.0,,,Dell,,Desktop,Intel Integrated Graphics,122.0,Intel Q470 Chipset,"Dell OptiPlex 7780 Core i7 10th Gen 27"" FHD Touch Screen All-in-One Desktop PC","135,000","Intel Core i7-10700 Processor (16M Cache, 2.90 GHz up to 4.80 GHz)
","8GB, 1 x 8GB, DDR4, 2666MHz","1TB, 2.5-inch, 7200RPM, SATA HDD",All in One PC,3 Years Warranty,"80 PLUS internal Power Supply Unit (PSU)
220 W typical 92% Efficient PSU (80 PLUS Platinum)",,Wireless Keyboard,"27-inch, FHD, 1920 x 1080, 60 Hz, Anti-Glare, WLED, Touch, 72% NTSC typical, 250 Nits, IPS, Wide Viewing Angle, Passive pen support",4 Channel High Definition Audio with Realtek codec ALC3289 controller,"1 RJ-45 port 10/100/1000 Mbps (rear)
1 USB 3.2 Gen 2 Type-C port (side)
1 USB 3.2 Gen 1 Type-A port with PowerShare (side)
1 Universal audio jack (side)
2 USB 3.2 Gen 2 Type-A ports with Smart Power On (rear)
2 USB 3.2 Gen 2 Type-A ports (rear)
1 Line-out audio port (rear)
1 DP++ 1.4/HDCP 2.3 port (rear)
1 HDMI In port (rear)
1 HDMI Out port (rear)",Free-Dos,,"Qualcomm QCA61x4a 802.11ac dual band 2x2 + Bluetooth 5.0
Intel Wi-Fi 6 AX201, 2x2, (Gig +) + Bluetooth 5.0","Height: 15.31 in. (389.00 mm) 
Width: 24.17 in. (614.00 mm) 
Depth: 2.28 in. (58.00 mm) ",Wireless Mouse,"Maximum weight: 20.06 lb (9.10 kg) 
Minimum weight: 19.24 lb (8.73 kg)",,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122.0,122.0,,,,Mac Mini,,Desktop,,123.0,,"Apple Mac Mini M1 chip with 8-core Processor, 8-Core GPU, 256GB storage","
78,000
95,000",Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU; 16-core Neural Engine,,256GB storage,Apple PC, 01 year International warranty.,,,,,,"Two Thunderbolt / USB 4 ports with support for: DisplayPort, 
Thunderbolt 3 (up to 40 Gbps), 
USB 3.1 Gen 2 (up to 10 Gbps), 
Thunderbolt 2, 
HDMI, DVI, and VGA supported using adapters (sold separately), 
Two USB-A ports (up to 5 Gbps), 
HDMI 2.0 port, Gigabit Ethernet port (configurable to 10Gb Ethernet),
 3.5 mm headphone jack",,,"802.11ax Wi-Fi 6 wireless networking IEEE 
802.11a/b/g/n/ac compatible, Bluetooth 5.0 wireless technology

",8.26 x 8.2 x 8.2 inches; 3.55 Pounds,,3.54 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123.0,123.0,,,,Mac Mini,,Desktop,,124.0,,"Apple Mac Mini M1 chip with 8-core Processor, 8-Core GPU, 512GB storage","
99,000
101,500",Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU; 16-core Neural Engine,,512GB storage,Apple PC,01 year international warranty,,,,,,"Two Thunderbolt / USB 4 ports with support for: DisplayPort, 
Thunderbolt 3 (up to 40 Gbps), 
USB 3.1 Gen 2 (up to 10 Gbps), 
Thunderbolt 2, 
HDMI, DVI, and VGA supported using adapters (sold separately), 
Two USB-A ports (up to 5 Gbps), 
HDMI 2.0 port, Gigabit Ethernet port (configurable to 10Gb Ethernet),
 3.5 mm headphone jack",,,"802.11ax Wi-Fi 6 wireless networking IEEE 
802.11a/b/g/n/ac compatible, Bluetooth 5.0 wireless technology

",8.26 x 8.2 x 8.2 inches; 3.55 Pounds,,3.54 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124.0,124.0,,,,Mac Mini,,Desktop,,125.0,,"Apple Mac Mini M1 chip with 8-core Processor, 8-Core GPU, 16GB Memory, 256GB Storage","112,000",Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU; 16-core Neural Engine,,"16GB unified memory
256GB Storage
",Apple PC, 01 year International warranty.,,,,,,"Two Thunderbolt / USB 4 ports with support for: DisplayPort, 
Thunderbolt 3 (up to 40 Gbps), 
USB 3.1 Gen 2 (up to 10 Gbps), 
Thunderbolt 2, 
HDMI, DVI, and VGA supported using adapters (sold separately), 
Two USB-A ports (up to 5 Gbps), 
HDMI 2.0 port, Gigabit Ethernet port (configurable to 10Gb Ethernet),
 3.5 mm headphone jack",,,"802.11ax Wi-Fi 6 wireless networking IEEE 
802.11a/b/g/n/ac compatible, Bluetooth 5.0 wireless technology

",8.26 x 8.2 x 8.2 inches; 3.55 Pounds,,3.54 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,125.0,125.0,,,,Mac Mini,,Desktop,,126.0,,"Apple Mac Mini M1 chip with 8-core Processor, 8-Core GPU, 16GB RAM, 512GB Storage","126,000",Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU; 16-core Neural Engine,16GB RAM,512GB storage,Apple PC,01 year international warranty,,,,,,"Two Thunderbolt / USB 4 ports with support for: DisplayPort, 
Thunderbolt 3 (up to 40 Gbps), 
USB 3.1 Gen 2 (up to 10 Gbps), 
Thunderbolt 2, 
HDMI, DVI, and VGA supported using adapters (sold separately), 
Two USB-A ports (up to 5 Gbps), 
HDMI 2.0 port, Gigabit Ethernet port (configurable to 10Gb Ethernet),
 3.5 mm headphone jack",,,"802.11ax Wi-Fi 6 wireless networking IEEE 
802.11a/b/g/n/ac compatible, Bluetooth 5.0 wireless technology

",8.26 x 8.2 x 8.2 inches; 3.55 Pounds,,3.54 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,
