,Unnamed: 0,Adapter,Audio Jack Combo,Battery,Bluetooth,Brand,Card Reader,Category,Color(s),Dimensions (W x D x H),Display,Extra M.2 Slot,Graphics,HDMI,Index,Keyboard,LAN,Manufacturing Warranty,Memory,Name,Operating System,Optical Drive,Price,Processor,Storage,Subcategory,Supported SSD Type,USB (s),WebCam,Weight,Wi-Fi,Audio,Extra RAM Slot,Office,Special Feature,Chipset,Extra HDD Slot,VGA,Body Material
46,46.0,90W adapter,1x Mic-in/Headphone-out Combo Jack,"4 cell , 82Whr Battery	", Bluetooth v5.1 ,MSI,1x Micro SD,Laptop,Ink Black,356.8 x 233.7 x 16.9 mm,"15.6"" UHD (3840 x 2160), 4K Thin Bezel, Adobe 100%,  IPS-Level Display
",,"GTX1650 Ti Max-Q, GDDR6 4GB Integrated SoC
",1x (4K @ 60Hz) HDMI,1047.0,"Backlight Keyboard (Single-Color, White)",,02 years warranty,"16GB (2 x 8GB) DDR4 2666MHz RAM
","MSI Summit E15 A11SCS Core i7 11th Gen GTX1650 Ti 4GB Graphics 15.6"" UHD Gaming Laptop","Windows 10 Home 
",,"169,000","Intel Core i7-1185G7 Processor (12M Cache, 3.00 GHz up to 4.80 GHz)
",1TB NVMe PCIe Gen4x4 SSD ,Gaming Laptop,NVMe PCIe Gen4x4,"2x Type-A USB3.2 Gen2
2x Type-C (USB4 / DP / Thunderbolt 4) with PD charging",IR HD type (30fps@720p) WebCam	,1.65 kg," Intel Wi-Fi 6 AX201(2 x 2 ax)
",,,,,,,,
47,47.0,Compact 200W power adapter ,3.5mm headphone/microphone combo port,"Built-in 65Wh rechargeable lithium-ion polymer battery
",Bluetooth 5.1,Razer,,Laptop,Black with backlit green logo and green USB ports,19.9 mm x 235 mm x 355 mm,"15.6"" Full HD 144Hz up to 100% sRGB 4.9 mm bezel Display",Yes,NVIDIA RTX 2060 with 6GB Graphics,HDMI 2.0B output,1048.0,Single-zone RGB powered by Razer Chroma,Gigabit Ethernet,01 Year Warranty,16GB Dual-Channel (8GB x 2) DDR4-2933MHz RAM,Razer Blade 15 Base Model Core i7 10th Gen 512GB SSD RTX 2060 6GB Graphics 15.6″ FHD Gaming Laptop,Windows 10 Home,,"180,000","Intel Core i7-10750H Processor (12M Cache, 2.60 GHz up to 5.00 GHz)",512GB NVMe SSD,Gaming Laptop, M.2 PCIe 3.0,"Thunderbolt 3 (USB-C)
USB 3.2 Gen 2 (USB-A) x 3
USB-C 3.2 Gen 2",Built-in HD webcam (1MP / 720P),2.09 kg,Intel Wireless-AX201 (802.11a/b/g/n/ac/ax),"Built-in Stereo speakers
3.5mm headphone/microphone combo port
Built-in array microphone
Dolby® Atmos support
7.1 Codec support (via HDMI)",,,"Razer Synapse 3 enabled with programmable keyboard
Intel Platform Trust Technology (Intel PTT) security embedded
Kensington Security Slot",,,,
48,48.0,"ø6.0, 180W AC Adapter, Output: 20V DC, 9A, 180W, Input: 100~240V AC, 50/60Hz universal",1x 3.5mm Combo Audio Jack,4 Cell - 76Wh Li-ion Battery ,"Bluetooth 5.0 (Dual band) 2 x 2; (BT version may change with OS upgrades.)
",Asus,,Laptop,Alan Walker Edition (Grey),"32.4 x 22.0 x 1.79 ~ 1.79 cm (12.76"" x 8.66"" x 0.70"" ~ 0.70"")","14"" Full HD (1920 x 1080) IPS-level panel, Anti-glare, 120Hz, 100% sRGB, 72% NTSC Display
Brightness: 300
Contrast: 1000:1",,NVIDIA GeForce RTX 3050 Ti 4GB Graphics,1x HDMI 2.0b,1049.0,Illuminated Chiclet Keyboard,,"02 years International Limited Warranty (Battery & Adapter)
",16GB DDR4 3200MHz SDRAM (8GB+8GB),"Asus ROG Zephyrus G14 AW SE GA401QEC Ryzen 9 5900HS RTX 3050 Ti 4GB Graphics 14"" FHD Gaming Laptop",Windows 10 64-bit,,"190,000","AMD Ryzen 9 5900HS Processor (16MB Cache, 3.00GHz, UP TO 4.60GHz)",1TB PCIE M.2 NVME G3 SSD,Gaming Laptop,,"1x USB 3.2 Gen 2 Type-C
2x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support displayport / power delivery / G-SYNC",,1.60 Kg (3.53 lbs),Wi-Fi 6 (802.11ax),"Built-in array microphone
2x 0.7W tweeter
2x 2.5W speaker with smart AMP technology",,,"Device Lighting: AniMe Matrix
Security Lock Slot: Kensington Lock
Finger Print Sensor",,,,Magnesium & Aluminum Alloy
49,49.0,"slim tip (3-pin) AC adapter, 100-240V, 50-60Hz
",1 x 3.5mm Headphone / microphone combo jack (3.5mm),"Integrated Li-Polymer 71Wh battery, supports Rapid Charge Express (get 3 hours of runtime with a 15-minute charge)
","Bluetooth 5.1, M.2 Card
",Lenovo,"4-in-1 card reader (SD, SDHC, SDXC, MMC)",Laptop,Shadow black,356 x 252 x 15.9-18.9 mm (14.02 x 9.92 x 0.63-0.74 inches),"15.6"" WQHD (2560x1440) None IPS 300 nits Antiglare 16:9 1000:1 100%, sRGB 178°, Refresh rate 165Hz,, Dolby Vision, FreeSync, G-Sync, DC, dimmer",,"NVIDIA GeForce RTX 3060 Laptop GPU Discrete 6GB, GDDR6, 1282 MHz / 1425 MHz 100W Advanced Optimus, Resizable BAR, Dynamic, Boost 2.0, VR ready, DirectX 12
",,1050.0,"6-row, spill-resistant, multimedia Fn keys, numeric keypad
RGB backlight

",,2 years International Limited Warranty (Terms & condition Apply As Per Lenovo).,16GB DDR4 3200MHz RAM,"Lenovo Legion Slim 7 15ACH6 AMD Ryzen 7 5800H RTX 3060 6GB Graphics 15.6"" WQHD Laptop",Windows 1 Home,,"188,000","AMD Ryzen 7 5800H Processor	(3.2 GHz Up To 4.4 GHz, 16 MB Cache)",1TB NVMe SSD,Gaming Laptop,NVME,"1x USB 3.2 Gen 2
1x USB 3.2 Gen 2 (Always On)
2x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 100w and DisplayPort 1.4)
","720p, with camera shutter, fixed focus
Camera privacy shutter

",1.9 kg (4.19 lbs),"Wi-Fi 6, 802.11ax 2x2 Wi-Fi","High Definition (HD) Audio, Realtek ALC3306 code
Stereo speakers, 2W x2, Nahimic Audio, Harman Speakers, Smart AMP
",,,"Firmware TPM 2.0 integrated in chipset
Touch style fingerprint reader on power button
",AMD SoC (System on Chip) platform,,,"Aluminum (top), aluminum (bottom)"
50,50.0,,1 x Audio Jack,,"Bluetooth 5.1
",Lenovo,,Laptop,Storm Black,"356 x 264.2 x 21.7–26.85 mm
","16"" WQXGA (2560 x 1600) (165 Hz / 100% sRGB / 500 nits / Up to VESA",,"NVIDIA GeForce RTX 3070 8GB Graphics	

",,1051.0,"Backlit Keyboard
4-Zone RGB Backlight6",,"02 years (Battery Adapter 01 Year)
(Terms & Conditions Apply As Per Lenovo)","16GB 3200MHz DDR4 RAM
","Lenovo Legion 5 Pro Ryzen 7 5800H RTX 3070 8GB Graphics 1TB SSD 16"" Gaming Laptop",Windows 11 Home,,"195,000","Ryzen 7 5800H Processor (3.2GHz Up to 4.4GHz, 8 Cores, 16 Threads)",1TB M.2 2280 NVMe PCIe SSD,Gaming Laptop,,"1 x USB Type-C (USB 3.27 Gen 2,
DisplayPort 1.4)
1 x USB 3.27 Gen 1
",,"Starting at 2.45 kg (5.4 lbs)
",2×2 WiFi 802.11 ax,"2 x 2W Harman Speaker with Nahimic Audio
",,,,,,,
51,51.0,230W,"1x Audio combo jack
1x Microphone jack",Li-ion 48.96Wh,Bluetooth V5.2,Gigabyte,1x SD Card Reader,Laptop,Mate Black,"36.1(W) x 25.8(D) x 2.53 ~ 3.44(H) cm
14.21(W) x 10.15(D) x 1.00 ~ 1.36(H) inch","15.6"" Thin Bezel FHD 1920x1080 IPS-level
Anti-glare Display LCD (240Hz Refresh Rate)",Yes,NVIDIA GeForce RTX 3070 8GB GDDR6 Graphics,1x HDMI 2.0 (with HDCP),1052.0,All-zone of Single Colored Backlit Keyboard with 15 Colors LED Setting,"RTL8125-BG REALTEK (2.5G) Ethernet
1x RJ-45",2 Years,16GB (8GBx2) DDR4 3200MHz RAM,"Gigabyte A5 X1 Ryzen 9 5900HX RTX 3070 8GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home,,"196,000","AMD Ryzen 9 5900HX Processor(16M Cache, 3.30GHz up to 4.60GHz)",512GB M.2 NVMe PCIe Gen3 SSD,Gaming Laptop,"Type 2280, supports 2x NVMe PCIe Gen3x4 only","1x USB2.0 Type-A
1x USB3.2 Gen1 Type-A
1x USB3.2 Gen2 Type-A",HD Camera,2.2 kg,"Intel AX200 Wireless (802.11ax, a/b/g/n/ac/ax compatible)","2x 2 Watt Speaker
Microphone
Nahimic 3","Yes (DDR4-3200, Max 64GB)",,"Kensington Lock
FTPM for system without Hardware TPM",,,"1x mini DP 1.4
1x DisplayPort 1.4 Type-C over USB 3.2 Gen 2",
52,52.0,Compact 200W power adapter ,3.5mm headphone/microphone combo port,"Built-in 65Wh rechargeable lithium-ion polymer battery
",Bluetooth 5.1,Razer,,Laptop,Black with backlit green logo and green USB ports,19.9 mm x 235 mm x 355 mm,"15.6"" Full HD 144Hz up to 100% sRGB 4.9 mm bezel Display",Yes,"NVIDIA GeForce RTX 3060 MAX-Q 6GB GDDR6 Graphics
",HDMI 2.0B output,1053.0,Single-zone RGB powered by Razer Chroma,Gigabit Ethernet,01 Year Warranty,16GB Dual-Channel (8GB x 2) DDR4-2933MHz RAM,Razer Blade 15 Base Model Core i7 10th Gen 512GB SSD RTX 3060 6GB Graphics 15.6″ FHD Gaming Laptop,Windows 10 Home,,"198,000","Intel Core i7-10750H Processor (12M Cache, 2.60 GHz up to 5.00 GHz)",512GB NVMe SSD,Gaming Laptop, M.2 PCIe 3.0,"Thunderbolt 3 (USB-C)
USB 3.2 Gen 2 (USB-A) x 3
USB-C 3.2 Gen 2",Built-in HD webcam (1MP / 720P),2.09 kg,Intel Wireless-AX201 (802.11a/b/g/n/ac/ax),"Built-in Stereo speakers
3.5mm headphone/microphone combo port
Built-in array microphone
Dolby Atmos support
7.1 Codec support (via HDMI)",,,"Razer Synapse 3 enabled with programmable keyboard
Intel Platform Trust Technology (Intel PTT) security embedded
Kensington Security Slot",,,,
53,53.0,,3.5mm microphone/headphone combo,"3 cells Up to 5 hours
",Bluetooth 4.1,Lenovo,,Laptop,Iron Grey,361.42mm x 267mm x 22.45mm (14.2” x 10.5” x 0.88”),"15.6"" FHD (1920 x 1080), 72% color gamut, NVIDIA® G-SYNC, 144 Hz, 300 nits, software enabled Dolby Vision HDR",Yes,NVIDIA GeForce RTX 2070 with Max-Q 8 GB Graphics,HDMI 2.0,1054.0,Backlit with Corsair ® iCUE RGB lighting,,02 years International Limited Warranty (Terms & condition Apply As Per Lenovo),32 GB DDR4 2666 MHz Ram,Lenovo Legion Y740 Core i7 8th Gen RTX 2070 8GB Graphics Gaming Laptop With Genuine Win 10,Genuine win 10,No,"200,000","Intel Core i7-8750H 6 Core Processor (2.20GHz up to 4.10 GHz with Turbo Boost, 9MB Cache)",1TB 7.2K HDD + 512GB SSD M.2 2280 NVME,Gaming Laptop,,"USB 3.1 Gen
2 x USB 3.1 Gen
1 x USB 3.1 Gen 2** Type-C / Intel Thunderbolt 3 (DisplayPort, Data transfer)",720p HD camera with integrated microphone,Starting at 2.2 kg / 5.1 lbs,Killer™ Wireless 802.11 AC (2 x 2),Dolby Atmos  Speaker System with Soundbar and integrated subwoofer with Smart AMP technology for gaming,Yes,,,,,,
54,54.0,Adapter: 230W,1x 3.5mm Headphone/Microphone Combo Jack,"Battery: Li Polymer 94.24Wh
Battery Life: 8 Hours charge available in Power Saver Mode (Charge duration depends on personal usage)",Bluetooth V5.0 + LE,Gigabyte,1x UHS-II SD Card Reader,Laptop,Black,356 x 250 x 20 mm,"15.6"" Thin Bezel UHD 3840x2160 Samsung AMOLED Display (VESA DisplayHDR 400 True Black, 100% DCI-P3)",Yes,NVIDIA GeForce RTX 2060 6GB Graphics,"1x HDMI 2.0
1x mini DP 1.4",1055.0,GIGABYTE Fusion RGB Per-Key Backlit Keyboard,"1x RJ-45
Killer Ethernet E2600",2 Years,16GB (8G x2) 3200MHz RAM,"Gigabyte AERO 15KB Core i7 10th Gen RTX 2060 Graphics 15.6"" OLED UHD Gaming Laptop",DoS,,"203,000","Intel Core i7-10875H Processor (16MB Cache, 2.3GHz up to 5.1GHz)",512GB NVMe PCIe SSD ,Gaming Laptop,NVMe PCIe,"3x USB 3.2 Gen1 (Type-A)
1x Thunderbolt 3 (Type-C)",HD Camera,~2 kg,Killer Wi-Fi 6 AX1650 (Powered by Intel),"2x 2 Watt Speaker
Microphone
Nahimic 3",No,,,Intel HM470 Express Chipset,,,
55,55.0,230W,1x 3.5mm Audio Combo Jack,Li Polymer 99Wh,Bluetooth V5.0,Gigabyte,1x UHS-II SD Card Reader,Laptop,Black,"356(W) x 250(D) x 20(H) mm
14.0(W) x 9.8(D) x 0.78(H) inch","15.6"" Thin Bezel UHD 3840x2160 Samsung AMOLED Display (VESA DisplayHDR 400 True Black, 100% DCI-P3)",Yes,NVIDIA GeForce RTX 3060P GDDR6 6GB Graphics,1x HDMI 2.1,1056.0,16.7M Colors Per-Key Backlit Keyboard,Realtek RTL8411B (Chip) (1x RJ-45),2 Years,16GB (8GBx2) 3200MHz RAM (upgrade up to Max 64GB),"Gigabyte AERO 15 OLED KC Core i7 10th Gen RTX 3060P 6GB Graphics 15.6"" UHD Gaming Laptop",Windows 10 Home,,"206,000","Intel Core i7-10870H Processor (16M Cache, 2.20 GHz up to 5.00 GHz)","512GB NVMe PCIe SSD
(Supports 1x NVMe PCIe & SATA/ 1x NVMe PCIe)
(Support 3 Storages System)",Gaming Laptop,Supports NVMe PCIe & SATA,"3x USB 3.2 Gen1 (Type-A)
1x Thunderbolt 3 (Type-C)",HD Camera,"2 kg
4.4 lb","Intel AX200 Wireless (802.11ax, a/b/g/n/ac/ax compatible)","2x 2 Watt Speaker
Microphone
Nahimic 3",,,,Mobile Intel HM470 Express Chipset,,1x mini DP 1.4,
56,56.0,230W,1x 3.5mm Audio Combo Jack,Li Polymer 99Wh,Bluetooth V5.0,Gigabyte,1x UHS-II SD Card Reader,Laptop,Black,"357(W) x 244(D)x23(H)mm
14.0(W) x 9.6(D) x 0.9(H) inch","15.6"" Thin Bezel FHD 1920x1080 IPS-level Anti-glare Display LCD (240Hz, 72% NTSC)",Yes,NVIDIA GeForce RTX 3070Q GDDR6 8GB Graphics,1x HDMI 2.1,1057.0,16.7M Colors Backlit Keyboard,Realtek RTL8411B (Chip) (1x RJ-45),2 Years,32GB (16GBx2) 3200MHz RAM (upgrade up to Max 64GB),"Gigabyte Aorus 15G XC Core i7 10th Gen RTX 3070Q 8GB Graphics 15.6"" 240Hz FHD Gaming Laptop",Windows 10 Home,,"227,000","Intel Core i7-10870H Processor (16M Cache, 2.20 GHz up to 5.00 GHz)","512GB NVMe PCIe SSD
(Supports 1x NVMe PCIe & SATA/ 1x NVMe PCIe)
(Support 3 Storages System)",Gaming Laptop,Supports NVMe PCIe & SATA,"3x USB 3.2 Gen1 (Type-A)
1x USB 3.2 Gen1 (Type-C)",HD Camera,"2.0kg
4.4 lb","Intel AX200 Wireless (802.11ax, a/b/g/n/ac/ax compatible)","2x 2 Watt Speaker
Microphone
Nahimic 3",,,,Mobile Intel HM470 Express Chipset,,1x mini DP 1.4,
57,57.0,Compact 200W power adapter ,3.5mm headphone/microphone combo port,"Built-in 65Wh rechargeable lithium-ion polymer battery
",Bluetooth 5.1,Razer,,Laptop,Black with backlit green logo and green USB ports,19.9 mm x 235 mm x 355 mm,"15.6"" Full HD 144Hz up to 100% sRGB 4.9 mm bezel Display",Yes,NVIDIA RTX 3070 8GB DDR6 Graphics Card,HDMI 2.0B output,1058.0,Single-zone RGB powered by Razer Chroma,Gigabit Ethernet,01 Year Warranty,16GB Dual-Channel (8GB x 2) DDR4-2933MHz RAM,Razer Blade 15 Base Model Core i7 10th Gen RTX 3070 8GB Graphics 15.6″ FHD Gaming Laptop,Windows 10 Home,,"230,000","Intel Core i7-10750H Processor (12M Cache, 2.60 GHz up to 5.00 GHz)",512GB NVMe SSD,Gaming Laptop, M.2 PCIe 3.0,"Thunderbolt 3 (USB-C)
USB 3.2 Gen 2 (USB-A) x 3
USB-C 3.2 Gen 2",Built-in HD webcam (1MP / 720P),2.09 kg,Intel Wireless-AX201 (802.11a/b/g/n/ac/ax),"Built-in Stereo speakers
3.5mm headphone/microphone combo port
Built-in array microphone
Dolby Atmos support
7.1 Codec support (via HDMI)",,,"Razer Synapse 3 enabled with programmable keyboard
Intel Platform Trust Technology (Intel PTT) security embedded
Kensington Security Slot",,,,
58,58.0,230W,1x 3.5mm Audio Combo Jack,Li Polymer 99Wh,Bluetooth V5.2,Gigabyte,1x UHS-II SD Card Reader,Laptop,Black,"357(W) x 244(D)x27(H)mm
14.0(W) x 9.6(D) x 1.06(H) inch","15.6"" Thin Bezel FHD 1920x1080 IPS-level Anti-glare Display LCD (240Hz, 72% NTSC)",Yes,NVIDIA GeForce RTX 3070 GDDR6 8GB Graphics,1x HDMI 2.1,1059.0,Island-style AORUS Fusion Keyboard with per-key backlit control,"RTL8125-BG REALTEK (2.5G) Ethernet
1x RJ-45",2 Years,16GB (8GBx2) DDR4 3200MHz RAM,"Gigabyte Aorus 15P XD Core i7 11th Gen RTX 3070 8GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home,,"232,000","Intel Core i7-11800H Processor (24M Cache, 2.30 GHz up to 4.60 GHz)",1TB M.2 NVMe SSD,Gaming Laptop,"Type 2280, supports 1x NVMe PCIe Gen3 & SATA/ 1x NVMe PCIe Gen4","3x USB 3.2 Gen1 (Type-A)
1x Thunderbolt 4 (Type-C)",HD Camera,"2.2kg
4.8 lb","Intel AX200 Wireless (802.11ax, a/b/g/n/ac/ax compatible)","2x 2 Watt Speaker
Microphone
DTS:X Ultra Audio technology","Yes (DDR4-3200, Max 64GB)",,"Firmware-based TPM, supports Intel® Platform Trust Technology (Intel PTT)",Mobile Intel HM570 Express Chipset,,1x mini DP 1.4,
59,59.0,max. 230 W PowerAC Adapter,1 x Audio Line Out,4-cell; Lithium-Ion (Li-Ion); 3815 mAh,Bluetooth 5.0,Acer,,Laptop,Abyss Black,0.90 x 14.2 x 10 inch,"15.6"" 300Hz Full HD (1920 x 1080), ComfyView LCD IPS Display",NO,NVIDIA RTX 3070 8GB DDR6 Graphics Card,1 x HDMI,1060.0,RGB Backlit Keyboard,"Gigabit Ethernet
1 x Network (RJ-45)",2 Years,16 GB DDR4 3200MHz SDRAM (Supported Up to 32GB),"Acer Predator PH315-53 Intel Core i7 10th Gen RTX 3070 8GB Graphics 15.6"" 300Hz FHD Gaming Laptop",Windows 10,,"242,000","Intel Core i7-10870H Processor (16M Cache, 2.20 GHz up to 5.00 GHz)
", 1 TB SSD,Gaming Laptop,,"2 x USB 3.1 Gen 2
1 x Type-C Ports",1280 x 720 webcam,5.51 lb,IEEE 802.11 a/b/g/n/ac/ax,Two built-in stereo speakers & powerful sound,,,,,,,
60,60.0,230W power adapter,1 x 3.5mm Combo-Jack,Built-in 65 Whr rechargeable lithium-ion polymer battery,,Razer,1x UHS-III SD Card Reader,Laptop,,"0.62"" x 9.25"" x 13.98"" / 15.80 mm x 235 mm x 355 mm","15.6"" (2560x1440) QHD 240Hz, 100% DCI-P3, G-Sync, 2.5ms, individually factory calibrated",,NVIDIA GeForce RTX 3060 6GB Graphics,1x HDMI 2.1,1061.0,"Anti-Ghosting, Per-Key Backlighting, powered by Razer Chroma",,01 Year Warranty,16GB DDR4 3200MHz dual-channel memory (slotted),"Razer Blade 15 Advanced Model Core i7 11th Gen RTX 3060 6GB Graphics 15.6"" QHD 240Hz Gaming Laptop",Windows 10 Home (64-bit),,"265,000","Intel Core i7-11800H Processor (24M Cache, 2.30 GHz up to 4.60 GHz)",1TB SSD - M.2 NVMe PCIe 4.0 x4 (Single Slot),Gaming Laptop,,"2 x Thunderbolt 4 (USB-C)
2 x USB-C 3.2 Gen 2, Supports Power Delivery 3 (15W)
3 x USB-A 3.2 Gen 2",Webcam: 1080p IR Hello,1.99 kg / 4.40 lbs,Intel Wireless Wi-Fi 6E AX210 (IEEE 802.11a/b/g/n/ac/ax),"Stereo 2.0 | 2 Speakers
3.5mm Combo-Jack
4-mic array
THX Spatial Audio",,,"Intel Platform Trust Technology (Intel PTT) security embedded, sTPM 2.0
Windows Cortana",,,,
61,61.0,"ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240C AC 50/60Hz universal",1x 3.5mm Combo Audio Jack,"90WHrs, 4S1P, 4-cell Li-ion",Bluetooth 5.2 (Dual band) 2*2,Asus,1x card reader (microSD),Laptop,Off-black,"35.5 x 24.3 x 1.99 ~ 1.99 cm (13.98"" x 9.57"" x 0.78"" ~ 0.78"")","16-inch WQXGA (2560 x 1600), 16:10 ratio, 165Hz, 500NITS, DCI-P3 100%, IPS-level, 3ms response, anti-glare display",,NVIDIA GeForce RTX 3070 8GB GDDR6 Graphics with ROG Boost up to 1390MHz at 80W (100W with Dynamic Boost),1x HDMI 2.0b,1062.0,Backlit Chiclet Keyboard RGB Touchpad,1x RJ45 LAN port,"02 years International Limited Warranty (Terms & condition Apply As Per Asus)
(Battery & Adapter 1 Year)",32GB DDR4 3200MHz RAM (16GB Onboard),"Asus ROG Zephyrus M16 GU603HR Core i9 11th Gen RTX3070 8GB Graphics 16"" WQXGA Gaming Laptop", Windows 10,,"275,000","Intel Core i9-11900H Processor (24M Cache, 2.50 GHz up to 4.80 GHz)",1TB PCIe G4 SSD,Gaming Laptop,,"1x USB 3.2 Gen 2 Type-A
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery
1x Thunderbolt 4 support DisplayPort™ / power delivery",720P HD camera,1.90 Kg (4.19 lbs),"Wi-Fi 6(802.11ax)
","Smart Amp Technology
Dolby Atmos
AI noise-canceling technology
Built-in array microphone
4x 2W woofer with Smart Amp Technology
2x 2W tweeter",,,,,,,
62,62.0,230W Slim adapter,1x Mic-in/Headphone-out Combo Jack,"4 cell Battery, 99.9Whr Stealth
",Bluetooth v5.2,MSI,,Laptop,Black,"358.3 x 248 x 18.3-19.8 mm
","15.6"" FHD (1920x1080), 300Hz,  300Hz, close to 100%sRGB,  IPS-Level Display	",,"NVIDIA GeForce RTX 3070 Laptop GPU 8GB GDDR6 Graphics	

",1x (4K @ 60Hz) HDMI,1063.0,"Per-Key RGB Backlight Keyboard
",,"02 Years Warranty
","32GB (16GB x 2) 3200MHz DDR4 RAM
","MSI GS66 Stealth 10UG Core i7 10th Gen RTX3070 8GB Graphics 15.6"" FHD Gaming Laptop",Windows 10 Home,,"289,000","Intel Core i7-10870H Processor (16M Cache, 2.20 GHz up to 5.00 GHz)","2TB NVMe PCIe Gen3x4 SSD
",Gaming Laptop,NVMe PCIe Gen3x4 ,"1x (4K @ 60Hz) HDMI
1x Type-C (USB3.2 Gen2 / DP / Thunderbolt 3) with PD charging
1x Type-C USB3.2 Gen2
3x Type-A USB3.2 Gen2",IR HD type (30fps@720p),2.1 kg,"Killer Gb LAN
Killer Wi-Fi 6 AX1650i (2 x 2 ax)","1x Mic-in/Headphone-out Combo Jack
",,,,"Intel HM470
",,,
63,63.0,,3.5mm headphone/microphone combo port,80Wh,Bluetooth 5.1,Razer,"SD Card Reader, UHS-III",Laptop,Black with backlit green logo and green USB ports,17.8mm x 235mm x 355mm,"15.6"" Full HD 300Hz, 100% sRGB, 4.9mm bezel, factory calibrated",,NVIDIA GeForce RTX 2080 SUPER with Max-Q Design (8GB GDDR6 VRAM),HDMI 2.0B output,1064.0,Per-key RGB powered by Razer Chroma,,01 Year Warranty,16GB Dual-Channel (8GB x 2) DDR4-2933MHz,"Razer Blade 15 Advanced Model Core i7 10th 15.6"" FHD Gaming Laptop With RTX 2080 SUPER Max-Q 8GB Graphics",Windows 10 Home (64-bit),,"295,000","Intel Core i7-10875H Processor (16M Cache, 2.30 GHz up to 5.10 GHz)",1TB SSD (M.2 NVMe PCIe 3.0 x4),Gaming Laptop,,"USB 3.2 Gen 2 (USB-A) x2
USB-C 3.2 Gen 2
 Thunderbolt 3 (USB-C)",Windows Hello built-in IR HD webcam (1MP / 720P),2.14 kg,Intel Wireless-AX201 (802.11a/b/g/n/ac/ax),"Built-in Stereo speakers
3.5mm headphone/microphone combo port
Built-in array microphone
Dolby Atmos support
7.1 Codec support (via HDMI)",,,"Razer Synapse 3 enabled with programmable keyboard
Intel Platform Trust Technology (Intel PTT) security embedded
Kensington Security Slot",,,,
64,64.0,230W power adapter,1 x 3.5mm Combo-Jack,Built-in 80 WHr rechargeable lithium-ion polymer battery,,Razer,1x UHS-III SD Card Reader,Laptop,,"0.67"" x 9.25"" x 13.98"" / 16.99 mm x 235 mm x 355 mm
","15.6"" FHD (1920 x 1080) 360Hz, 100% SRGB, 2ms, individually factory calibrated",,NVIDIA GeForce RTX3070 8GB GDDR6 VRAM Graphics,1x HDMI 2.1,1065.0,"Anti-Ghosting, Per-Key Backlighting, powered by Razer Chroma",,01 Year Warranty,16GB DDR4 3200MHz dual-channel memory (slotted),"Razer Blade 15 Advanced Model Core i7 11th Gen RTX3070 8GB Graphics 15.6"" FHD 360Hz Gaming Laptop",Windows 10 Home (64-bit),,"310,000","Intel Core i7-11800H Processor (24M Cache, 2.30 GHz up to 4.60 GHz)",1TB SSD (M.2 NVMe PCIe 4.0 x4) + Open M.2 PCIe 4.0 x4 Slot for easy expansion,Gaming Laptop,,"2 x Thunderbolt 4 (USB-C)
2 x USB-C 3.2 Gen 2, Supports Power Delivery 3 (15W)
3 x USB-A 3.2 Gen 2
1x DisplayPort (via USB-C Alt-DP)",Webcam: 1080p IR Hello,2.01 kg / 4.40 lbs,Intel Wireless Wi-Fi 6E AX210 (IEEE 802.11a/b/g/n/ac/ax),"Stereo 2.0 | 2 Speakers
3.5mm Combo-Jack
4-mic array
THX Spatial Audio",,,"Intel Platform Trust Technology (Intel PTT) security embedded, sTPM 2.0
Windows Cortana",,,,
65,65.0,230W power adapter,3.5mm headphone/microphone combo port,Built-in 61.6WHr rechargeable lithium-ion polymer battery,Bluetooth 5.2,Razer,,Laptop,,0.66” x 8.66” x 12.59” / 16.8 mm x 220 mm x 319.7 mm,"14-inch QHD 165Hz, 2560 x 1440 Display	",,NVIDIA GeForce RTX 3080 (8GB VRAM) Graphics,HDMI 2.1 output,1066.0,Per key RGB Powered by Razer Chroma N-Key rollover keyboard,,01 Year Warranty,16GB DDR4-3200MHz (Fixed Onboard),"Razer Blade 14 Ryzen 9 5900HX RTX3080 8GB Graphics 14"" QHD 165Hz Gaming Laptop",Windows 10 Home (64-bit),,"325,000","AMD Ryzen 9 5900HX Processor, 8 Cores / 16 Threads, 3.3GHz Base, 4.6GHz Max Boost",1TB SSD (M.2 NVMe PCIe 3.0 x4),Gaming Laptop,,"2 x USB 3.2 Gen 2 Type-A Ports
2 x USB 3.2 Gen 2 Type-C with Power Delivery and Display Port 1.4
Charging supported with 20V USB-C chargers with PD 3.0",Windows Hello built-in IR HD webcam (1MP / 720P),1.78 kg / 3.92 lbs,Wi-Fi 6E (802.11ax),"Built-in stereo speakers
Built-in array microphone
THX Spatial Audio
7.1 Codec support (via HDMI)",,,"Razer Synapse 3 enabled with performance, programmable keyboard, backlighting, and fan control
Kensington Security Slot
Modern Standby
Trusted Platform Module (TPM) 2.0",,,,
